text,label
@ArvindKejriwal मोदी जी कितने कमजोर है ये आपसे अच्छा कौन जान सकता है। जो काँग्रेस के सहयोग से बनी दिल्ली की सत्ता छोड़ के उछल उछल के मोदी जी के खिलाफ चुनाव लड़े और चारो खाने चित्त हो कि वापिस आये।कुछ कसर बाकी थी तो अबकी बार फिर से लड़ लेते जो कुछ सम्मान रह गया है वो भी लुटा जाता अबकी।,offensive
बोलती तस्वीर अमेठी से आयी है ... जी हाँ वही अमेठी जहाँ से राहुल गांधी जी लगातार सांसद है ...! नर्मदे हर @priyankagandhi https://t.co/aTBmt940Wk,none
"RT @PataleRiya: अलवर (राजस्थान) में फिर शर्मसार कर देने वाली घटना, 
अस्पताल के डिलीवरी रूम में महिला के साथ रेप

बधाई हो चमच्चाे आप कांग्रे…",hateful
@loshiniiiiiii @AshwiniiVasu What is this mann? Nee rombe late lah aiyoo,none
RT @anandrai177: और आतंकवाद की तो कमर ही टूट गई https://t.co/iUjlUodSqW,none
"RT @VikramSingh_070: कायर मोदी नहीं, तेरा बाप था प्रियंका। युद्ध के समय विदेश भाग गया था।
मोदी तो शेर है, बम धमाकों के बीच भी पटना में खड़ा…",offensive
"RT @Jyotiin34792224: #ValueYourTime
Saint@Gurmeetaramrahimइंसान की तृष्णा कभी नहीं भरती, यह बढ़ती ही चली जाती है|और जब तक संतुष्टि नहीं आती…",none
"RT @chacha_fuddu: पूरी दुनिया से इस्लाम सिमट रिया और हिंदुस्तान में मोमिन की तादात में लगातार इजाफा हो रिया है

फिर भी यहां के काफिर चैन से…",hateful
"RT @bhavsarhardiik: दे कर इक आवाज बुला लूँ उसे अभी...
मगर मैं चाहता हूँ वो ढूंढे मुझको यहीं....

😍",none
"बधाई हो मोदी जी ।।जो काम आप एक बार ठान लेते हो उसे करके की मानते हो।।
मसूद अजहर अंतरराष्ट्रीय आतंकवादी घोषित।।",none
RT @BebakBindia: @ambedkariteIND @shahid9018 मानसिक और बौद्धिक दिवालियेपन में जी रहे लोग अपनी कुंठाओं को ऐसे ही ढोते हैं,none
"RT @arpitajtweets: O बौना मानव घुँगरू सेठ,पाकिस्तान को ये बात समझ गयी होंगी के अगर और एकबार मोदी जी के खिलाफ गये तो पाकिस्तान ना केहि विश्व…",none
"RT @Diwani_Meera: जिस कौम के गुरूओ ने अपने सर कटवा लिऐ....पर इस्लाम कबुल नही किया...

उसी कौम का सिदधु मोदी के विरोध मे अल्लाह हुँ अकबर का…",offensive
"RT @yaduvansichora: जीयेंगे एक साथ, मरेंगे एक साथ 
और टेंपो के पीछे लटकेंगे भी एक साथ😂😂🤣🤣

#ठीक_है 🤣 https://t.co/EVTytPt1aS",none
RT @kailashMandir01: @DevOza7 @tanhadil1981 यह केवल जिहादी मानसिकता को ही दर्शाता है।,hateful
RT @agrwal_akhil: ये विडियो है पुराना काश आज स्वर्गीय कांशी राम जी जैसे नेता होते जो इन दल्ले पत्रकारो के सही सबक सिखाते देखे कैसे एक दल्ले…,none
"क्या आप जानते हैं..
.
पाकिस्तान का रडार सिस्टम टाटा स्काई ने बनाया है.. तभी तो वो बादलों में काम नहीं करता।
..
ये बात मुझे मोदीजी की वजह से पता चली।
#मोदी_है_तो_मुमकिन_है 

@BhootSantosh 
@RiituS 
@AacharyaSahiiL 
@SATYASAARTHI",none
@RahulGandhi का अबतक कोई ट्वीट नहीं आया जिस दिन चीन ने मसूद को बचाया था उस दिन पाँच मिनट के अन्दर ही मोदी जी की छमता देख रहे थे अब कहा हो पप्पू एक ट्वीट तो करदों भाई मोदी के सपोर्ट में न सही मसूद के सपोर्ट में कर दो,offensive
"@ARUNAGARWAL33 @IndianExpress @Bsftejbahadur SC को स्वयं की निगरानी में चुनाव करवाना चाहिए 
।",none
@Gulmoha99443364 दोस्ती तो आत्माओं का संबंध है। इसमें ही विश्वास है अपना,none
RT @murtazazaigham1: अगर उसने विमान बादलों के पार उड़ाया है तो होशियार... वाक़ाई उसने कोई कलाकारी की है जिसे आपका रडार पकड़ नहीं पाया है...…,none
@yoyoabhi2019 मादरचोद सुवर की ओलाद तेरी माँ भी रो रही होगी कहा से पैदा हो गया तो हराम का जना तुम भोसड़ी वाले चौकिदार के काबिल भी नही चूत का ढक्कन कहि का,profanity
"RT @mik7_: @MohdYaminKhan6 अबे दलाल ये पूछ लेते कि वो धन आया?? माना लोगों के खाते में नहीं जाने थे, सरकार के खाते में तो आने थे ना चूरन??…",none
@msisodia जो विकाऊ होता हे वहीं विकता हे ओर जो विकाऊ नहीं होता उसे दुनिया की कोई ताकत या कीमत नहीं खरीद सकती ओर विकता वही है जिसका जमीर मर जाता है वाकी इन्सान के ऊपर हे के वो कैसा हे जो सही इन्सान होगा वो कभी नहीँ विकेगा,none
"RT @AlokTiwari9335: केजरीवाल के जनता को गुमराह करने के किससे इतने फेमस हो गए है कि वो आजकल यु टयूब में कॉमेडी में भी काम आ रहे है...
इन लो…",offensive
"@trehan_barkha @imra_mra @RanjanGogoiCJI भारत में विदेशों की नक़ल कर के compensation देने का जो सिस्टम आया है, इससे महिलायें छुटकारा पा के ऐयाशी करेंगी और कूछ नहीं। माथे पे सिंदूर लगायी महिला को बहुत सम्मान से लोग देखते हैं, और अगर वो ऐयाशी कर रही हो तो कोई भी शक नहीं करेगा उसपे। लेकिन भारतीय पुरुष कंहा जाए।",hateful
"RT @shwati_NaMo2019: नेहरू से लेकर राजीव तक सब बिना
मेहनत के प्रधानमंत्री बने थे !!

केवल #पप्पू पेजर की ही किस्मत खोटी निकली.....!!😥😥

#De…",offensive
"RT @Ankita_pandit_: चोर कांपे चमचे कांपे कांपे हर गद्दर ।।
देश का बच्चा बच्चा बोले 
मैं भी चोकीदार।। https://t.co/vIb4x25utX",none
"RT @ijokani: पैट्रोल इतना महंगा हैं कि,,,🤔सोच रही हूँ स्कूटी बेचकर, बैलगाड़ी ले लूँ..
.
.
ओर बैलौं की जगह दो पप्पू और केजरी बांध लूँ!

केसा…",offensive
"RT @IYC: शहीद हेमंत करकरे का अपमान करने वाली साध्वी प्रज्ञा को टिकट देकर भाजपा ने अपने असली चेहरे को बेनकाब कर दिया है, इस वीडियो में देखिए…",hateful
"@BBCHindi समझ में नहीं इस BBC News का इतना बड़ा नाम हुआ कैसे ? इससे घटिया पत्रकारिता और कुछ हो नही सकती।
हिंदी का  या हिंदी प्रेमियों का मजाक बनाते तुम्हें शर्म नही आती😠😠😠",none
"RT @Mj16111980: जान लेने पे तुले हे दोनो मेरी..इश्क हार नही मानता..दिल बात नही मानता 
 
 बेहपना मोहबतें -💕💕 https://t.co/JKCoVV2Kzw",none
"@RahulGandhi तू भूल गया वो बयान।
मेरा डंडा कहाँ रखा है।
#attack 
#PappuHiChorNikla 
#Pappu https://t.co/BGN9KILsRq",offensive
RT @NeetuGarg6: लोकतंत्र के महापर्व में कोई रुकावट आड़े नहीं आती जब ये समझ लिया जाए कि देश व राष्ट्रहित में मतदान कर देशहित की सरकार चुनें…,none
"#MasoodAzhar

कांग्रेस इसको भी  मोदी द्वारा आचार संहिता का उलंघन बोलेगी 

😂😂😂 https://t.co/ps1dJk87I7",none
"RT @chitraa_me: 🍂🍃हर हर महादेव🍂🍃
    
सत्य वचन

जब जल गन्दा  हो तो उसे हिलाते नहीं
बल्कि शान्त छोड़ देते हैं..

जिससे गन्दगी अपने आप नीचे…",none
@SanjayAzadSln @DrSushilKrGupta कितने करोड़ रुपए दिये थे राज्य सभा के टिकट के लिए सुवर केजरीवाल को 83 हजार की एक दिन मे दारु पीता है,offensive
RT @thekumarshyam: द वायर को चार साल हो गए। गर्त में जाती पत्रकारिता की बचीखुची उम्मीद का नाम है यह संस्थान। इन बरसों में अनेक संकट सहे हैं…,none
"RT @sachinmahule530: #ChowkidarMeinZorHai
#वेद_मेरा_भेद_है
कबीर परमात्मा कवियों की भूमिका करके अपना तत्वज्ञान प्रदान करता है। उसकी प्रभुता…",none
"RT @aajtak: #BREAKING

आतंकी #MasoodAzhar को संयुक्त राष्ट्र ने अंतरराष्ट्रीय आतंकी घोषित कर दिया है

https://t.co/OHb1qR7ECT",none
"RT @DhirajY09648978: #BJP_भगाओ_देश_बचाओ
 स्वामी स्वरूपानंद महाराज जी स्वयं कह रहे हैं बीजेपी और आरएसएस से देश को ही नहीं हिंदुत्व को भी खत…",hateful
RT @MLArajeshSP: मोदी का चमचा जीन्यूज के इस दल्ले पत्रकार की बोलती बंद कर दी अखिलेश यादव ने https://t.co/b4MZ8kk5Sr via @YouTube,offensive
"@Jainamss @Nimki_mukhiya सजा तो ग्रहमंत्री को होनी चाहिए!

कितने निकम्मे नाकाम लोग है!न सँभाल पा रहे हैं और न इस्तीफा दे रहे है!
सत्ता के लालची!दूसरे पर शासन करने के भूखे!
भष्ट्राचारी मूर्ख!

ओशो महागीता के-91-प्रवचन है,सुने!
होश!
https://t.co/wWS3VPUcsP
https://t.co/SGNeZsfUil https://t.co/3bu0PJCM4q",offensive
"RT @roflvoice: सनी देओल व उनकी पत्नी ने बैंक से 53 करोड़ रुपये कर्ज लिया हुआ है। वार्षिक आय है 63.82 लाख
एक करोड सात लाख जीएसटी बाकी है।…",none
"RT @jayshankar639: और नवजोत सिंह सिधु

एक ऐसा भारतीय नागरिक है 

जो खाता हिंदुस्तान का
पर गाता पाकिस्तान का है

सामने आते हार से बौखला
कर…",offensive
RT @AajKaMowgli: दिल्ली के भाइयों एवम बहनों वोट देने से पहले अंतरराष्ट्रीय मुख्यमंत्री गिरगिटाधिराज महामहिम केजरी(@ArvindKejriwal )के इस दि…,offensive
RT @ptshekhardixit: अक्षय तृतीया की हार्दिक शुभकामनाएं ब्राह्मण शिरोमणि भगवान परशुराम की जय!! हर हर महादेव!!#ParashuRamJayanti @Speaker_UPL…,none
"RT @DarshakHathi: जाने क्यों डूब जाता हूँ हर बार इन्हें देख कर,
इक दरिया हैं या पूरा समंदर हैं तेरी आँखें! https://t.co/LZFpWvQg52",none
"RT @BJP4MP: भोपाल की यहीं पुकार ,फिर नहीं चाहिए  बंटाधार 
 #JitegaModiJitegaBharat https://t.co/SDf3QhLhPU",none
"@RubikaLiyaquat अधूरी क्लिप है 
मेजर साहब पहले पूरी क्लिप सुनिए 
देश मे ऐसे भ्र्म ना फैलाये",none
"खूब करो मोदी जी का विरोध लकिन वोट मोदी जी को ही करो, जैसे ghar मै हर पति अपनी पत्नी का करता है।🙏🙏🙏🙏 https://t.co/lajtbZEChI",none
@BebakAawaj कल से इनकी शाहदत पर भी वोट मांगना चालू हो जायेगा.,offensive
@HatindersinghR @ShefVaidya दिल दुखी हो गया ।भगवान आप कहाँ हो अब तो सुन लो पेट भरने वालों की 😥😥,none
"RT @anjanaomkashyap: ड्रैगन झुका, मसूद अज़हर अंतर्राष्ट्रीय आतंकी घोषित हुआ ! संयुक्त राष्ट्र को भी EC का नोटिस तो नहीं भेजा जाएगा !
#Masoo…",none
@SR65565321 ऐसा सवाल करने वाले को देशद्रोही माना जायेगा😂😂😂,hateful
"@sambitswaraj चलो कोई साहस तो दिखया 
अब परिबार बाद कोई नहीं बोलेगा",none
"भगवान ज्यादा नही बस दस साल और मोदीजी को देश का चौकीदार बनाये रखें,बचे खुचे
#कांग्रेसी फाँसी ना लगाएं
तो कहना।।
😆😁😂",offensive
RT @soulofosho: जो पागलपन की हद से न गुजरे वो मोदी भक्त  कैसा😂😂😂😂 https://t.co/g9iExvTuGG,none
@HinduVoiceof ये कॉम की बात नहीं ....इसमें सब कॉम एक सी है,none
"RT @NituTiw81600052: मै तो इतनी मासूम हूँ कि 

मुझे phone की... 

सेटिंग के अलावा कोई और 
Setting करना ही नहीं आता
🙈🙈😊😊",none
@narendramodi शुरू ईश्वर के नाम से जो निहायत दयावान बेहद मेहरबान है परमेश्वर कोई आदमी नहीं है परमात्मा आकाश और धरती का परकाश नूर है ईश्वर हर जीव में समाया हुआ है ईश्वर हर जगह मौजूद रहता है ईश्वर  सब कुछ  सुनता जानता देखता रहता है उसी हिसाब से न्याय करता है नर्क शोरग का ईश्वर  न्याय वाला है,none
"श्री श्री राधा गोविन्द देव जी  जयपुर
          13  मई  2019
| हरे कृष्ण हरे कृष्ण कृष्ण कृष्ण हरे हरे |
🙏🙏🙏🙏🙏🙏🙏🙏🙏 https://t.co/aaGePhGWWw",none
"कट्टर विरोधी एक-दूसरे को कर रहे दुआ-सलाम
https://t.co/QlurkawRc7 https://t.co/fcQhUlfL4y",none
"RT @SunilMishraHin1: ""दादी की नाक"" से शुरू हुई कहानी
सुप्रीम कोर्ट में
""भाई का नाक रगड़ वाने""
के बाद
""बाप की नाक""
कटवा कर समाप्त हुई....!!!…",none
"RT @BJP4India: अलवर में दलित महिला के साथ उसके पति के सामने सामूहिक दुष्कर्म किया, उसकी फिल्म बनाई और वायरल कर दी। पुलिस हाथ पर हाथ धरे बै…",offensive
"इंसान और जानवर के बीच सबसे बड़ा अंतर उसका दिमाग नहीं विवेक होता है।

#LifeBite",none
"वो ख़ामोशी
वो बेदख़ली
वो मीठी सी 
ढलती शामऔर
वो बदहवास हवा 
वो सूखे पत्ते
वो पलटते पन्ने
वो सागर और वो जाम
लगता है अब सुख़न लिखने 
का वक़्त आ गया",none
"RT @MPArunYadav: 1-जेट एयरवेज़ बन्द
2-एयर इंडिया भयंकर घाटे में
3-BSNL के 54000 रोज़गार ख़तरे में
4-HAL के पास सैलरी देने को पैसे नहीं
5-डा…",none
"RT @Mahanaatma1: जो मुझमें खेलता रहता था 
    मर गया वो लड़का

      सितम तो ये है 
मरा भी तो जवान होते हुए",none
"RT @BJP4India: सरदार पटेल अगर देश के प्रधानमंत्री होते तो देश के किसानों की स्थिति कुछ ओर होती। 

हमने गुजरात में सरदार पटेल की सबसे ऊंची…",none
RT @AjiHaaan: कितने मुख्यमंत्रियों में अपने काम में प्रति इतना विश्वास होता है कि वो ऐसे अचानक कहीं भी रुक कर सड़क किनारे खड़े लोगों से चर्…,none
"RT @AmitSony66406: #SayNoToStubbleBurning
🙏 ध्यान   दें   माँ   और   बहने   जब   भी   बाइक   या   auto   पर  बैठे
अपने   दुपट्टे   का   ख्…",none
अगर आप कॉमेडी शो को देखना चाहते हैं तो इस वीडियो को देखें और इस का आनंद ले।🇮🇳🐯🇮🇳,none
RT @BJP4Punjab: दलित वर्ग के हितों के लिए भारतीय जनता पार्टी सदैव तत्पर रही है। हमनें अनेकों योजनाओं के माध्यम से दलित समाज के सर्वांगीण वि…,none
"@GuptaPradeepkr @PriyankaHDL प्रदीप जी पूज्य बापूजी कहते हैं- ""मेरी यह माता इस शरीर को जन्म देने वाली माता तो हैं ही, साथ ही भक्तिमार्ग की गुरु भी हैं।

#HappyMothersDay",none
"RT @DSCHAUDHARY24: @Sudesh_singhS 🚩🐅 हर हर महादेव 🐅🚩

🚩🐅 हर हर महादेव 🐅🚩

🚩🐅 हर हर महादेव 🐅🚩

🚩🐅 हर हर महादेव 🐅🚩

🚩🐅 हर हर महादेव 🐅🚩

🚩🐅 हर…",none
मौकापरस्त मतलबी इंसान,offensive
"एक और फिल्म पर गिरी चुनाव आयोग की गाज, इनकी रिलीज भी रुक सकती है https://t.co/DjyyBHa1PU https://t.co/b6WUEVkQw2",none
Birth Name : Bang Sujin,none
"RT @ZainabAjaz2: जिबरील कह रहे हैं ""परवरदीगार""से,
 
              #ए_गालिब़'

सूरज शिकस्त खा गया ""रोज़ादार""से,

Follow me - @ZainabAjaz2",none
"RT @Sampat_Saral: जिस दिन मोदीजी ने आतंकियों को घर में घुस के मारा था, उस दिन ये #MasoodAzhar छुप गया था, फिर मोदीजी ने चीन को विडियो कॉल क…",none
ऎसे कब से पिलानी शुरू कर दी,none
"RT @SiddharthAulia: घर-परिवार जिसको कहते हैं
इक बसेरा है और कुछ भी नहीं
जिसे दैरो-हरम समझते सब
एक घेरा है और कुछ भी नहीं
हो मुलाकात क़ामिल…",none
"RT @SohailBobby: राजीव गांधी INS विक्रांत पर सपरिवार पिकनिक मना रहे थे : मोदी....😏 और यह बिन बुलाए 
अपनी चाय की कमाई से शरीफ को पाकिस्तान ब…",none
RT @kapsology: मरा*,none
"RT @SanjayKrishnaM8: @priyankac19 हां नहीं तो बहूत ज्ञान देतें हैं,,,, अब कोई अलका लांबा तो है नहीं,,, की पार्टी का कोई भी कुछ भी कहता रहे,…",none
"RT @Vaibhav_AAP: सुन, तू मिसाइल लेकर पाकिस्तान पैदल निकल जा....
उनके रडार को लगेगा कि हाथी आ रहा है। 🤣🤣🤣🤣 https://t.co/iXBrjorfct",none
'स्टूडेंट्स को प्राइवेट पब्लिशर्स की किताबें लाने को मजबूर न करें स्कूल'-Navbharat Times https://t.co/MDiyhziUpJ,none
RT @Shaik_RubyAmina: माँ बाप जैसी कोई दौलत नही♥️♥️ https://t.co/LxV0HB2KDv,none
@abpnewshindi @MamataOfficial इस बार Bjp को बराबरी के गुंडे का टक्कर मिला है 😂😂,hateful
@rovsiey Opon hai,none
"RT @ImSunil_1: अरे भाईयों ये क्या हो गया।
टोटके जादू टोने कुछ काम नहीं आये।
सीधा ठुला बता गया 
जमानत जब्त हो जायेगी ऐसे तो।
आ रही है हिन्दू…",none
"RT @Priyank74750061: मेरी समझ नही आ रहा कि शांतिदूत समुदाय एक तरफा मोदी विरोधी क्यों बन गया है

विकास नही हुआ इसलिए या दंगे, आतंकी हमले नही…",none
"RT @sharadsharma1: पूर्वी दिल्ली में पाकिस्तान कहाँ से आ गया?

ये चुनाव लड़ा जा रहा है या इंडिया-पाकिस्तान का मैच खेला जा रहा है? https://t…",none
@Archana74919805 दोस्तों याद रखये ये मान सम्मान आदर ये सब शब्द ईमानदार एवं सच्चे लोगो के लिए बनाये गये है और अगर हम चोर दल्लाल भष्टाचारियों  लुटेरों एवं अपराधीयों को सम्मानीत नहीं बल्कि  अपमानित करे ताकि हो सकता उनका ज़मीर जागे वो सुधर जाये इस लिए मेँ कही कड़वी भाषा का यूज़ करना हूँ  जय हिन्द,none
"@AmarUjalaNews केरल में भी तफशीष किया जाए, विद्युत प्रवाह इधर से ही हो रहा होगा ।",none
"2014 के पहले हो रहे विकास में  अवरोध पैदा करके बीजेपी ने भारतीय जनमानस और भारतीय लोकतंत्र के लिए एक खतरा पैदा किया है
#AbHogaNyay",hateful
"RT @sheereenrajora1: @BaDastoor अलमारी से ख़त उस के पुराने निकल आए, 
फिर से मिरे चेहरे पे ये दाने निकल आए। 
माँ बैठ के तकती थी जहाँ से मिरा…",none
"@DrKumarVishwas ओ हिन्दी कॆ लाल ..
देख इनका भी हाल.. https://t.co/gShIihtUHM",none
"RT @MazidSuhail: @Kavita_Sharma4 जिन्हें मुसलमानों के नाकाब (बुर्के) से परेशानी है

वो अपनी माँ-बहनों की नंगी फोटो

फेसबुक-ट्विटर पर अपलोड…",offensive
"@aajtak दलित की बेटी के लिए कौन घृणित राजनीति
कर रहा है।
कांग्रेस न्याय का मंत्र और घृणित तंत्र।
दलित की बेटी सत्ता दौलत के आगे #नाक टेकी।
दलितों के वोट का व्यापार तो पुराना होगया
अब तो दलित की इज्जत का भी बहिन जी
वक्त और अपने फायदे के हिसाब से आंकलन?",hateful
RT @SirPareshRawal: जो अपने बच्चों की जूठी क़सम खा सकता है वो परायों की इज़्ज़त की परवाह कयुं करेगा  ! https://t.co/bTmiInZVQ3,offensive
"RT @MadhuCh11933439: इसीलिए इसे पप्पू कहते है 🤦
और चमचे इसे प्रधानमंत्री बनाएंगे🙆
सत्यानाश 😝😝
@RahulGandhi @ShilpiSinghINC 
@priyankagandhi…",offensive
RT @RajanTheKing94: @BJP4UP कोर्ट के बार बार कहने पर भी उ प्र राज्य सरकार में अगर जरा सी भी शर्म बची हो तो काउंटर लगा दे अन्यथा 27000 लोगों…,none
"RT @kala_chaturvedi: काग्रेस ने देश को आजादी दिलाई 😏,वैसे सिद्धूजी 84 नवम्बर दिसम्बर मे कहाँ थे?देश के बाहर खेलने गये थे ,क्या उस समय यही…",none
@Arvinderghai @jigneshmevani80 बरनोल लगाकर देखा है क्या।हैं चौकीदार जो है,none
@SadhviPragya_MP  Didi ji aapaka yogdan is hindutva ke karya me amulya hain,none
"RT @theskindoctor13: ""तेरा लड़का कहता फिर रहा है कि मैं मायावती से प्यार करता हूँ। ये तो ठीक बात नहीं है। गठबंधन किया इसका ये मतलब तो नहीं…",none
"RT @Dil_se_re_: न्यूज़ हेडलाइन
दलित महिला से बलात्कार

हमेशा ऐसा ही क्यो?
क्या अन्य समाज की महिला पर बलात्कार के
नुकसान की मात्रा कम रहती?…",hateful
"@DrGPradhan @OfficialDGISPR सुबह 9.22 पर किसी ने इसकी गिरफ्तारी की ख़बर दी,
और ये भी बताया कि #China इसको
#Global #Terrorist बनाने जा रहा है!😱

जो 4 बार में नहीं हो सका था,

और अब तो चुनाव छोड़ के और तो कुछ नहीं था 🤔 https://t.co/16YXHQDyUl",none
